Loan ID,BorrCity,BorrState,BorrZip,CDC_City,CDC_State,CDC_Zip,ThirdPartyLender_City,ThirdPartyLender_State,ThirdPartyDollars,GrossApproval,ApprovalDate,ApprovalFiscalYear,DeliveryMethod,InitialInterestRate,Missing Rate?,TermInMonths,NaicsCode,ProjectCounty,ProjectState,BusinessType,LoanStatus,ChargeOffDate,GrossChargeOffAmount,BorrRegion,NaicsTrimmed,Cont_ApprovalDate,TotalLoanAmount,LossRatio,LoanAge,BorrSameCDC,ProjectSameBorr
37305,AROMAS,CA,95004,Davis,CA,95616,ROSEVILLE,CA,625000,516000,10/17/2002,2003,PCLP,3.25,1,240,445110,MONTEREY,CA,CORPORATION,0,NA,0,West,44,4672,1141000,NA,240,YES,YES
37314,MIDDLEBURG HEIGHTS,OH,44130,Cleveland,OH,44114,AKRON,OH,4.00E+05,331000,10/17/2002,2003,ALP,3.25,1,240,561611,CUYAHOGA,OH,CORPORATION,0,NA,0,Midwest,56,4672,731000,NA,240,YES,YES
37328,SWANSEA,IL,62226,Springfield,IL,62704,CREVE COEUR,MO,362969,218000,10/18/2002,2003,ALP,3.25,1,240,722212,SAINT CLAIR,IL,INDIVIDUAL,1,2/23/2012,204448,Midwest,72,4673,580969,0.351908622,113,YES,YES
37331,FOUNTAIN,CO,80817,Colorado Springs,CO,80903,COLORADO SPRINGS,CO,662281,563000,10/21/2002,2003,504,3.25,1,240,441210,EL PASO,CO,CORPORATION,0,NA,0,West,44,4676,1225281,NA,240,YES,YES
37344,WASHINGTON,DC,20009,Fairfax,VA,22030,WINSTON SALEM,NC,637500,536000,10/22/2002,2003,504,3.25,1,240,722110,DISTRICT OF COLUMBIA,DC,CORPORATION,0,NA,0,South,72,4677,1173500,NA,240,NO,YES
37366,IRVINE,CA,92618,San Diego,CA,92106,SIOUX FALLS,SD,1259250,1037000,10/24/2002,2003,PCLP,3.25,1,240,421420,ORANGE,CA,CORPORATION,0,NA,0,West,42,4679,2296250,NA,240,YES,YES
37377,DELANO,MN,55328,St. Cloud,MN,56301,NA,NA,NA,584000,10/28/2002,2003,504,3.25,1,240,447110,WRIGHT,MN,CORPORATION,1,6/16/2008,570014,Midwest,44,4683,584000,0.97605137,68,YES,YES
37382,HUMBOLDT,SD,57035,Rapid City,SD,57701,NA,NA,NA,214000,10/28/2002,2003,504,3.25,1,240,447110,MINNEHAHA,SD,CORPORATION,0,NA,0,Midwest,44,4683,214000,NA,240,YES,YES
37393,COLORADO SPRINGS,CO,80906,Colorado Springs,CO,80903,SIOUX FALLS,SD,661000,472000,10/29/2002,2003,ALP,3.25,1,240,812320,EL PASO,CO,CORPORATION,1,7/28/2008,240489,West,81,4684,1133000,0.212258605,69,YES,YES
37398,CENTERVILLE,OH,45459,Dayton,OH,45402,WILMINGTON,DE,465000,290000,10/29/2002,2003,504,3.25,1,240,722410,MONTGOMERY,OH,PARTNERSHIP,0,NA,0,Midwest,72,4684,755000,NA,240,YES,YES
37401,RIVERTON,UT,84065,Salt Lake City,UT,84109,SALT LAKE CITY,UT,321750,204000,10/29/2002,2003,504,3.25,1,240,811121,SALT LAKE,UT,CORPORATION,0,NA,0,West,81,4684,525750,NA,240,YES,YES
37402,AUSTIN,TX,78759,Austin,TX,78746,NATIONAL CITY,CA,1606536,1000000,10/29/2002,2003,ALP,3.25,1,240,722110,TRAVIS,TX,CORPORATION,0,NA,0,South,72,4684,2606536,NA,240,YES,YES
37404,POTOMAC FALLS,VA,20165,Fairfax,VA,22030,WINSTON SALEM,NC,480000,351000,10/30/2002,2003,504,3.25,1,240,621210,LOUDOUN,VA,CORPORATION,0,NA,0,South,62,4685,831000,NA,240,YES,YES
37410,DES MOINES,IA,50309,Des Moines,IA,50309,SAN FRANCISCO,CA,443000,404000,10/30/2002,2003,504,3.25,1,120,711110,POLK,IA,CORPORATION,0,NA,0,Midwest,71,4685,847000,NA,120,YES,YES
37413,PLEASANTON,CA,94566,Walnut Creek,CA,94596,SIOUX FALLS,SD,1570000,1299000,10/30/2002,2003,ALP,3.25,1,240,235990,ALAMEDA,CA,CORPORATION,1,3/1/2011,1121273,West,23,4685,2869000,0.390823632,101,YES,YES
37421,SANTA MARIA,CA,93455,Santa Maria,CA,93454,Santa Maria,CA,105000,88000,10/30/2002,2003,504,3.25,1,240,233320,SANTA BARBARA,CA,CORPORATION,0,NA,0,West,23,4685,193000,NA,240,YES,YES
37426,VANCOUVER,WA,98685,Seattle,WA,98168,SEATTLE,WA,623111,523000,10/31/2002,2003,504,3.25,1,240,422120,CLARK,WA,PARTNERSHIP,0,NA,0,West,42,4686,1146111,NA,240,YES,YES
37430,FAIR OAKS,CA,95628,Denver,CO,80202,MISSION VIEJO,CA,337500,280000,10/31/2002,2003,PCLP,3.25,1,240,541320,SACRAMENTO,CA,CORPORATION,0,NA,0,West,54,4686,617500,NA,240,NO,YES
37432,WACONIA,MN,55387,Vadnais Heights,MN,55110,CHICAGO,IL,1175000,726000,11/1/2002,2003,504,3.25,1,240,447110,CARVER,MN,CORPORATION,1,12/3/2008,700638,Midwest,44,4687,1901000,0.368562862,74,YES,YES
37433,SAVANNAH,GA,31401,Savannah,GA,31401,NA,NA,NA,1000000,11/1/2002,2003,ALP,3.25,1,240,721191,CHATHAM,GA,CORPORATION,0,NA,0,South,72,4687,1.00E+06,NA,240,YES,YES
37434,VALENCIA,CA,91355,Davis,CA,95616,SIOUX FALLS,SD,733008,605000,11/1/2002,2003,PCLP,3.25,1,240,334511,LOS ANGELES,CA,CORPORATION,0,NA,0,West,33,4687,1338008,NA,240,YES,YES
37441,FLOWERY BRANCH,GA,30542,Gainesville,GA,30501,NA,NA,NA,196000,11/1/2002,2003,ALP,3.25,1,240,421110,HALL,GA,CORPORATION,0,NA,0,South,42,4687,196000,NA,240,YES,YES
37445,FORT LAUDERDALE,FL,33315,Tallahassee,FL,32315,HOUSTON,TX,1115000,921000,11/4/2002,2003,504,3.25,1,240,611519,BROWARD,FL,CORPORATION,0,NA,0,South,61,4690,2036000,NA,240,YES,YES
37455,WESTERVILLE,OH,43081,Columbus,OH,43215,Muncie,IN,524000,380000,11/5/2002,2003,504,3.25,1,240,541330,FRANKLIN,OH,CORPORATION,0,NA,0,Midwest,54,4691,904000,NA,240,YES,YES
37470,HOLLYWOOD,FL,33023,Lake Worth,FL,33467,CHARLOTTE,NC,150000,125000,11/6/2002,2003,ALP,3.25,1,240,326199,BROWARD,FL,CORPORATION,1,1/4/2013,87037,South,32,4692,275000,0.316498182,123,YES,YES
37476,KNOXVILLE,TN,37922,Alcoa,TN,37701,WINSTON SALEM,NC,460000,513000,11/7/2002,2003,504,3.25,1,240,442110,KNOX,TN,CORPORATION,1,10/17/2012,165218,South,44,4693,973000,0.169802672,121,YES,YES
37502,INDIANAPOLIS,IN,46217,Indianapolis,IN,46204,CLEVELAND,OH,350000,288000,11/12/2002,2003,ALP,3.25,1,240,421110,MARION,IN,CORPORATION,0,NA,0,Midwest,42,4698,638000,NA,240,YES,YES
37508,ONTARIO,CA,91764,Santa Ana,CA,92705,SIOUX FALLS,SD,448000,371000,11/12/2002,2003,ALP,3.25,1,240,443111,SAN BERNARDINO,CA,CORPORATION,0,NA,0,West,44,4698,819000,NA,240,YES,YES
37515,GREENFIELD,WI,53228,Monona,WI,53716,NA,NA,NA,438000,11/13/2002,2003,ALP,3.25,1,240,421120,MILWAUKEE,WI,CORPORATION,0,NA,0,Midwest,42,4699,438000,NA,240,YES,YES
37517,RIVERSIDE,CA,92507,San Diego,CA,92106,SIOUX FALLS,SD,265000,219000,11/13/2002,2003,504,3.25,1,240,441310,RIVERSIDE,CA,CORPORATION,0,NA,0,West,44,4699,484000,NA,240,YES,YES
37531,BOULDER,CO,80304,Denver,CO,80202,San Francisco,CA,567500,510000,11/14/2002,2003,PCLP,3.25,1,240,235520,BOULDER,CO,CORPORATION,0,NA,0,West,23,4700,1077500,NA,240,YES,YES
37540,DULUTH,MN,55806,St. Cloud,MN,56301,WILLMAR,MN,110500,94000,11/15/2002,2003,504,3.25,1,240,421830,SAINT LOUIS,MN,CORPORATION,0,NA,0,Midwest,42,4701,204500,NA,240,YES,YES
37543,WEST HOLLYWOOD (BR. P.O. NAME,CA,90069,Davis,CA,95616,LONG BEACH,CA,1890000,1297000,11/15/2002,2003,PCLP,3.25,1,240,711110,LOS ANGELES,CA,CORPORATION,0,NA,0,West,71,4701,3187000,NA,240,YES,YES
37545,AIKEN,SC,29801,Columbia,SC,29210,BIRMINGHAM,AL,1217250,890000,11/18/2002,2003,504,3.25,1,240,713910,AIKEN,SC,CORPORATION,1,5/31/2013,226358,South,71,4704,2107250,0.107418674,128,YES,YES
37547,SANTEE,CA,92071,San Diego,CA,92106,SAN FRANCISCO,CA,1055000,419000,11/18/2002,2003,ALP,3.25,1,240,327991,SAN DIEGO,CA,CORPORATION,0,NA,0,West,32,4704,1474000,NA,240,YES,YES
37563,CREVE COEUR,MO,63132,St. Louis,MO,63105,CHICAGO,IL,362500,308000,11/19/2002,2003,ALP,3.25,1,240,323110,SAINT LOUIS,MO,CORPORATION,0,NA,0,Midwest,32,4705,670500,NA,240,YES,YES
37566,XENIA,OH,45385,Xenia,OH,45385,SPRINGFIELD,OH,1.00E+05,75000,11/19/2002,2003,504,3.25,1,240,812210,GREENE,OH,CORPORATION,1,8/20/2008,32839,Midwest,81,4705,175000,0.187651429,70,YES,YES
37575,OREM,UT,84057,Salt Lake City,UT,84109,PROVO,UT,306500,193000,11/19/2002,2003,504,3.25,1,240,623110,UTAH,UT,CORPORATION,0,NA,0,West,62,4705,499500,NA,240,YES,YES
37585,APACHE JUNCTION,AZ,85219,Tuscon,AZ,85711,SALT LAKE CITY,UT,1325000,819000,11/20/2002,2003,PCLP,3.25,1,240,721110,MARICOPA,AZ,CORPORATION,0,NA,0,West,72,4706,2144000,NA,240,YES,YES
37598,CENTERVILLE,LA,70522,Lafayette,LA,70508,NA,NA,NA,85000,11/21/2002,2003,504,3.25,1,240,445110,SAINT MARY,LA,PARTNERSHIP,0,NA,0,South,44,4707,85000,NA,240,YES,YES
37600,MARION,IN,46952,Indianapolis,IN,46240,INDIANAPOLIS,IN,1187500,856000,11/21/2002,2003,504,3.25,1,240,441110,GRANT,IN,CORPORATION,0,NA,0,Midwest,44,4707,2043500,NA,240,YES,YES
37604,STILLWATER,OK,74075,Durant,OK,74701,OKLAHOMA CITY,OK,875455,389000,11/22/2002,2003,504,3.25,1,240,811192,PAYNE,OK,CORPORATION,0,NA,0,South,81,4708,1264455,NA,240,YES,YES
37610,ZEBULON,NC,27597,Birmingham,AL,35203,NA,NA,NA,302000,11/22/2002,2003,504,3.25,1,240,445120,WAKE,NC,INDIVIDUAL,0,NA,0,South,44,4708,302000,NA,240,NO,YES
37616,LIVERMORE,CA,94550,Walnut Creek,CA,94596,PLEASANTON,CA,432310,358000,11/22/2002,2003,504,3.25,1,240,541512,ALAMEDA,CA,CORPORATION,0,NA,0,West,54,4708,790310,NA,240,YES,YES
37617,LOS ANGELES,CA,90037,Long Beach,CA,90802,NEW YORK CITY,NY,50400,461000,11/22/2002,2003,504,3.25,1,240,484121,LOS ANGELES,CA,CORPORATION,0,NA,0,West,48,4708,511400,NA,240,YES,YES
37630,BUCYRUS,OH,44820,Columbus,OH,43204,NEWARK,OH,1100000,907000,11/25/2002,2003,504,3.25,1,240,493190,CRAWFORD,OH,PARTNERSHIP,0,NA,0,Midwest,49,4711,2007000,NA,240,YES,YES
37634,ABILENE,TX,79605,Abilene,TX,79602,ABILENE,TX,295900,183000,11/26/2002,2003,504,3.25,1,240,722211,TAYLOR,TX,CORPORATION,1,6/11/2008,172987,South,72,4712,478900,0.361217373,67,YES,YES
37637,PAWLEYS ISLAND,SC,29585,Columbia,SC,29210,OLANTA,SC,372500,315000,11/26/2002,2003,504,3.25,1,240,561730,GEORGETOWN,SC,CORPORATION,0,NA,0,South,56,4712,687500,NA,240,YES,YES
37638,BURBANK,CA,91504,Los Angeles,CA,90017,NEW YORK CITY,NY,1046150,863000,11/26/2002,2003,504,3.25,1,240,323110,LOS ANGELES,CA,CORPORATION,0,NA,0,West,32,4712,1909150,NA,240,YES,YES
37645,RANCHO CUCUMONGA,CA,91730,Santa Ana,CA,92705,SAN FRANCISCO,CA,386000,313000,11/26/2002,2003,504,3.25,1,240,541110,SAN BERNARDINO,CA,CORPORATION,0,NA,0,West,54,4712,699000,NA,240,YES,YES
37646,SANTA ANA,CA,92705,Santa Ana,CA,92705,SALT LAKE CITY,UT,6.00E+05,425000,11/26/2002,2003,504,3.25,1,240,522292,ORANGE,CA,CORPORATION,0,NA,0,West,52,4712,1025000,NA,240,YES,YES
37647,PROVO,UT,84601,Salt Lake City,UT,84109,AMERICAN FORK,UT,82500,71000,11/26/2002,2003,504,3.25,1,240,453310,UTAH,UT,CORPORATION,0,NA,0,West,45,4712,153500,NA,240,YES,YES
37649,LOS ANGELES,CA,90064,Davis,CA,95616,SIOUX FALLS,SD,5.00E+05,475000,11/26/2002,2003,504,3.25,1,240,443120,LOS ANGELES,CA,CORPORATION,0,NA,0,West,44,4712,975000,NA,240,YES,YES
37666,FLAGSTAFF,AZ,86001,Tuscon,AZ,85711,BIRMINGHAM,AL,1085000,883000,11/27/2002,2003,ALP,3.25,1,240,621111,COCONINO,AZ,PARTNERSHIP,0,NA,0,West,62,4713,1968000,NA,240,YES,YES
37676,ENTERPRISE,AL,36330,Birmingham,AL,35209,NA,NA,NA,132000,12/2/2002,2003,504,3.25,1,120,446110,COFFEE,AL,CORPORATION,0,NA,0,South,44,4718,132000,NA,120,YES,YES
37679,SYLACAUGA,AL,35150,Montgomery,AL,36117,NA,NA,NA,614000,12/2/2002,2003,504,3.25,1,120,331524,TALLADEGA,AL,CORPORATION,0,NA,0,South,33,4718,614000,NA,120,YES,YES
37684,LEESBURG,VA,20176,Fairfax,VA,22030,FAIRFAX,VA,6.00E+05,500000,12/2/2002,2003,ALP,3.25,1,240,531390,LOUDOUN,VA,CORPORATION,0,NA,0,South,53,4718,1100000,NA,240,YES,YES
37694,WESLEY CHAPEL,FL,33543,St. Petersburg,FL,33701,SAN DIEGO,CA,214000,1300000,12/3/2002,2003,ALP,3.25,1,240,721110,PASCO,FL,CORPORATION,0,NA,0,South,72,4719,1514000,NA,240,YES,YES
37701,TOPEKA,KS,66606,Lawrence,KS,66044,TOPEKA,KS,2216148,1300000,12/3/2002,2003,504,3.25,1,240,721110,SHAWNEE,KS,CORPORATION,0,NA,0,Midwest,72,4719,3516148,NA,240,YES,YES
37731,CORAL SPRINGS,FL,33076,Tallahassee,FL,32315,SAINT CLOUD,MN,425000,353000,12/6/2002,2003,504,3.25,1,240,235210,BROWARD,FL,CORPORATION,0,NA,0,South,23,4722,778000,NA,240,YES,YES
37734,DRAPER,UT,84020,Salt Lake City,UT,84109,NA,NA,NA,154000,12/6/2002,2003,504,3.25,1,240,441310,SALT LAKE,UT,CORPORATION,0,NA,0,West,44,4722,154000,NA,240,YES,YES
37740,VADNAIS HEIGHTS,MN,55127,Arden Hills,MN,55112,Maplewood,MN,3.00E+05,247000,12/9/2002,2003,504,3.25,1,240,541990,RAMSEY,MN,CORPORATION,0,NA,0,Midwest,54,4725,547000,NA,240,YES,YES
37747,SANTA ROSA,CA,95407,Walnut Creek,CA,94596,SAN FRANCISCO,CA,3850,279000,12/9/2002,2003,504,3.25,1,240,447110,SONOMA,CA,CORPORATION,0,NA,0,West,44,4725,282850,NA,240,YES,YES
37758,LOCKPORT,IL,60441,Chicago,IL,60605,CHICAGO,IL,1155000,757000,12/10/2002,2003,ALP,3.25,1,240,711110,WILL,IL,CORPORATION,1,7/26/2010,566473,Midwest,71,4726,1912000,0.29627249,92,YES,YES
37783,RANCHO CUCAMONGA,CA,91730,Santa Ana,CA,92705,SALT LAKE CITY,UT,1280000,1055000,12/12/2002,2003,504,3.25,1,240,522292,SAN BERNARDINO,CA,CORPORATION,0,NA,0,West,52,4728,2335000,NA,240,YES,YES
37786,AURORA,CO,80112,Denver,CO,80202,DENVER,CO,1466000,1000000,12/13/2002,2003,PCLP,3.25,1,240,541211,DOUGLAS,CO,CORPORATION,0,NA,0,West,54,4729,2466000,NA,240,YES,YES
37787,GLENDORA,CA,91741,Davis,CA,95616,San Francisco,CA,330000,274000,12/13/2002,2003,PCLP,3.25,1,240,323112,LOS ANGELES,CA,INDIVIDUAL,0,NA,0,West,32,4729,604000,NA,240,YES,YES
37788,RICHMOND,TX,77469,Austin,TX,78746,HOUSTON,TX,1062500,768000,12/13/2002,2003,504,3.25,1,240,621111,FORT BEND,TX,CORPORATION,0,NA,0,South,62,4729,1830500,NA,240,YES,YES
37794,BREA,CA,92821,San Diego,CA,92106,SIOUX FALLS,SD,1451000,1206000,12/13/2002,2003,PCLP,3.25,1,240,337212,ORANGE,CA,CORPORATION,0,NA,0,West,33,4729,2657000,NA,240,YES,YES
37797,LORTON,VA,22079,Fairfax,VA,22030,WINSTON SALEM,NC,825000,686000,12/16/2002,2003,ALP,3.25,1,240,235110,FAIRFAX,VA,CORPORATION,0,NA,0,South,23,4732,1511000,NA,240,YES,YES
37798,DENVER,CO,80221,Denver,CO,80202,LOVELAND,CO,1.00E+05,90000,12/16/2002,2003,504,3.25,1,240,624410,LARIMER,CO,CORPORATION,0,NA,0,West,62,4732,190000,NA,240,YES,YES
37800,COLORADO SPRINGS,CO,80918,Colorado Springs,CO,80903,Farmington,NM,1640819,1000000,12/16/2002,2003,504,3.25,1,240,445120,EL PASO,CO,CORPORATION,1,3/26/2007,982008,West,44,4732,2640819,0.371857367,52,YES,YES
37804,MESA,AZ,85206,Tuscon,AZ,85711,Tucson,AZ,398482,330000,12/16/2002,2003,ALP,3.25,1,240,811113,MARICOPA,AZ,CORPORATION,0,NA,0,West,81,4732,728482,NA,240,YES,YES
37808,SACRAMENTO,CA,95823,North Highlands,CA,95660,SAN FRANCISCO,CA,1480000,635000,12/17/2002,2003,ALP,3.25,1,240,611110,SACRAMENTO,CA,INDIVIDUAL,0,NA,0,West,61,4733,2115000,NA,240,YES,YES
37833,FRANKLIN PARK,NJ,8823,Fort Lee,NJ,7024,Old Bridge,NJ,475300,491000,12/18/2002,2003,504,3.25,1,240,311330,SOMERSET,NJ,CORPORATION,0,NA,0,Northeast,31,4734,966300,NA,240,YES,YES
37834,TAUNTON,MA,2780,Taunton,MA,2780,BOSTON,MA,175000,146000,12/18/2002,2003,504,3.25,1,240,522310,BRISTOL,MA,CORPORATION,0,NA,0,Northeast,52,4734,321000,NA,240,YES,YES
37871,VICTOR,CA,95253,Denver,CO,80202,ORLANDO,FL,372500,232000,12/20/2002,2003,PCLP,3.25,1,240,235930,SAN JOAQUIN,CA,CORPORATION,1,7/11/2013,178221,West,23,4736,604500,0.294823821,128,NO,YES
37872,BUFFALO,NY,14214,Albany,NY,12207,NA,NA,NA,84000,12/20/2002,2003,ALP,3.25,1,240,327390,ERIE,NY,CORPORATION,0,NA,0,Northeast,32,4736,84000,NA,240,YES,YES
37874,MENTOR,OH,44060,Painesville,OH,44077,COLUMBUS,OH,311500,259000,12/20/2002,2003,504,3.25,1,240,332710,LAKE,OH,CORPORATION,0,NA,0,Midwest,33,4736,570500,NA,240,YES,YES
37883,HARTSVILLE,TN,37074,Nashville,TN,37219,COLUMBUS,GA,1200000,870000,12/23/2002,2003,504,3.25,1,120,339999,TROUSDALE,TN,CORPORATION,0,NA,0,South,33,4739,2070000,NA,120,YES,YES
37889,LIBERTY,MO,64068,Kansas City,MO,64116,WESTON,MO,2.00E+05,208000,12/23/2002,2003,ALP,3.25,1,240,713950,CLAY,MO,CORPORATION,0,NA,0,Midwest,71,4739,408000,NA,240,YES,YES
37896,CHICAGO,IL,60625,Chicago,IL,60605,CHICAGO,IL,338000,329000,12/24/2002,2003,504,3.25,1,240,611430,COOK,IL,CORPORATION,0,NA,0,Midwest,61,4740,667000,NA,240,YES,YES
37897,FLAGSTAFF,AZ,86003,Tuscon,AZ,85711,Tucson,AZ,815000,681000,12/24/2002,2003,ALP,3.25,1,240,811111,COCONINO,AZ,CORPORATION,0,NA,0,West,81,4740,1496000,NA,240,YES,YES
37901,GRANITE FALLS,MN,56241,Slayton,MN,56172,HOUSTON,TX,860000,632000,12/26/2002,2003,PCLP,3.25,1,240,721110,CHIPPEWA,MN,CORPORATION,1,10/17/2007,555337,Midwest,72,4742,1492000,0.372209786,58,YES,YES
37912,WOODLAND,CA,95776,Denver,CO,80202,Roseburg,OR,5.00E+05,414000,12/27/2002,2003,PCLP,3.25,1,240,493110,YOLO,CA,INDIVIDUAL,0,NA,0,West,49,4743,914000,NA,240,NO,YES
37920,CHUBBUCK,ID,83202,Pocatello,ID,83201,KALISPELL,MT,606000,438000,12/30/2002,2003,504,3.25,1,240,541940,BANNOCK,ID,INDIVIDUAL,0,NA,0,West,54,4746,1044000,NA,240,YES,YES
37930,COLFAX,WI,54730,Monona,WI,53716,NA,NA,NA,188000,12/30/2002,2003,ALP,3.25,1,240,321999,DUNN,WI,CORPORATION,0,NA,0,Midwest,32,4746,188000,NA,240,YES,YES
37933,CRETE,NE,68333,Lincoln,NE,68526,Rock Rapids,IA,4936870,1300000,12/30/2002,2003,504,3.25,1,240,493120,SALINE,NE,CORPORATION,0,NA,0,Midwest,49,4746,6236870,NA,240,YES,YES
37947,PORTLAND,OR,97214,Seattle,WA,98168,PORTLAND,OR,661200,547000,1/2/2003,2003,504,3.25,1,240,562998,MULTNOMAH,OR,CORPORATION,0,NA,0,West,56,4749,1208200,NA,240,NO,YES
37967,LAS VEGAS,NV,89120,Las Vegas,NV,89144,LAS VEGAS,NV,399807,317000,1/6/2003,2003,ALP,3.25,1,240,441310,CLARK,NV,INDIVIDUAL,1,6/22/2013,152225,West,44,4753,716807,0.212365393,127,YES,YES
37976,KINGSPORT,TN,37660,Alcoa,TN,37701,BLUEFIELD,VA,650000,472000,1/7/2003,2003,504,3.25,1,240,339920,SULLIVAN,TN,CORPORATION,1,9/17/2011,348847,South,33,4754,1122000,0.31091533,105,YES,YES
37977,IMPERIAL,MO,63052,Hillsboro,MO,63050,SAINT LOUIS,MO,380500,319000,1/7/2003,2003,504,3.25,1,240,235950,JEFFERSON,MO,CORPORATION,0,NA,0,Midwest,23,4754,699500,NA,240,YES,YES
37978,MIDVALE,UT,84047,Salt Lake City,UT,84109,NA,NA,NA,173000,1/7/2003,2003,504,3.25,1,240,621320,SALT LAKE,UT,INDIVIDUAL,0,NA,0,West,62,4754,173000,NA,240,YES,YES
37984,OKLAHOMA CITY,OK,73099,Oklahoma City,OK,73116,CLAREMORE,OK,550000,455000,1/8/2003,2003,504,3.25,1,240,336212,CANADIAN,OK,CORPORATION,0,NA,0,South,33,4755,1005000,NA,240,YES,YES
37986,MARGATE,FL,33063,Lake Worth,FL,33467,SIOUX FALLS,SD,70550,59000,1/8/2003,2003,504,3.25,1,240,235110,BROWARD,FL,CORPORATION,0,NA,0,South,23,4755,129550,NA,240,YES,YES
37987,SACRAMENTO,CA,95820,North Highlands,CA,95660,SIOUX FALLS,SD,347500,257000,1/8/2003,2003,PCLP,3.25,1,240,235310,SACRAMENTO,CA,CORPORATION,0,NA,0,West,23,4755,604500,NA,240,YES,YES
37988,HAYDEN,ID,83835,Hayden,ID,83835,COEUR D'ALENE,ID,135000,112000,1/9/2003,2003,504,3.25,1,240,541360,KOOTENAI,ID,CORPORATION,1,3/3/2011,66008,West,54,4756,247000,0.267238866,99,YES,YES
37997,INDIANAPOLIS,IN,46240,Indianapolis,IN,46204,WILMINGTON,DE,1.00E+06,905000,1/10/2003,2003,ALP,3.25,1,240,531210,MARION,IN,CORPORATION,0,NA,0,Midwest,53,4757,1905000,NA,240,YES,YES
38008,HEMPSTEAD,NY,11551,Bethpage,NY,11714,Albany,NY,836026,739000,1/14/2003,2003,ALP,3.25,1,240,561310,NASSAU,NY,CORPORATION,0,NA,0,Northeast,56,4761,1575026,NA,240,YES,YES
38014,ALBUQUERQUE,NM,87107,Albuquerque,NM,87109,ALBUQUERQUE,NM,227500,167000,1/14/2003,2003,504,3.25,1,240,447110,BERNALILLO,NM,CORPORATION,0,NA,0,West,44,4761,394500,NA,240,YES,YES
38015,ALVIN,TX,77511,Austin,TX,78762,NA,NA,NA,603000,1/14/2003,2003,504,3.25,1,240,721110,BRAZORIA,TX,CORPORATION,1,9/8/2011,236259,South,72,4761,603000,0.39180597,105,YES,YES
38016,ROUND ROCK,TX,78664,Austin,TX,78762,BIRMINGHAM,AL,447500,372000,1/14/2003,2003,504,3.25,1,240,541940,WILLIAMSON,TX,CORPORATION,0,NA,0,South,54,4761,819500,NA,240,YES,YES
38026,CHICAGO,IL,60622,Chicago,IL,60605,CHARLOTTE,NC,314000,286000,1/15/2003,2003,504,3.25,1,240,421710,COOK,IL,CORPORATION,0,NA,0,Midwest,42,4762,6.00E+05,NA,240,YES,YES
